Id,preco
0,2097735.0
1,280000.0
2,650000.0
3,195000.0
4,285000.0
5,340000.0
6,640000.0
7,260000.0
8,370000.0
9,980000.0
10,550000.0
11,270000.0
12,1080000.0
13,330000.0
14,797000.0
15,690000.0
16,349000.0
17,458000.0
18,290000.0
19,1690000.0
20,680000.0
21,374000.0
22,290000.0
23,200000.0
24,350000.0
25,420000.0
26,525000.0
27,560000.0
28,680000.0
29,890000.0
30,350000.0
31,550000.0
32,1200000.0
33,690000.0
34,1190000.0
35,260000.0
36,480000.0
37,2900000.0
38,420000.0
39,520000.0
40,2200000.0
41,900000.0
42,386000.0
43,1200000.0
44,750000.0
45,250000.0
46,730000.0
47,710000.0
48,381000.0
49,380000.0
50,580000.0
51,360000.0
52,900000.0
53,900000.0
54,1000000.0
55,200000.0
56,774800.0
57,420000.0
58,830000.0
59,1100000.0
60,2764500.0
61,650000.0
62,1289924.0
63,5000000.0
64,370000.0
65,400000.0
66,370000.0
67,1289924.0
68,900000.0
69,450000.0
70,2600000.0
71,270000.0
72,780000.0
73,490000.0
74,249000.0
75,3328151.0
76,310000.0
77,350000.0
78,315000.0
79,300000.0
80,550000.0
81,335000.0
82,270000.0
83,1600000.0
84,3300000.0
85,345000.0
86,412000.0
87,550000.0
88,525000.0
89,385000.0
90,390000.0
91,1100000.0
92,430000.0
93,280000.0
94,180000.0
95,1600000.0
96,791574.0
97,2500000.0
98,395000.0
99,630000.0
100,458000.0
101,554000.0
102,1200000.0
103,945000.0
104,465000.0
105,890000.0
106,600000.0
107,1400000.0
108,390000.0
109,570000.0
110,480000.0
111,990000.0
112,260000.0
113,430000.0
114,740000.0
115,380000.0
116,700000.0
117,5000000.0
118,950000.0
119,385000.0
120,1800000.0
121,320000.0
122,580000.0
123,310000.0
124,250000.0
125,640000.0
126,360000.0
127,1280000.0
128,530000.0
129,1500000.0
130,700000.0
131,3328151.0
132,1200000.0
133,2200000.0
134,1200000.0
135,630000.0
136,400000.0
137,700000.0
138,1200000.0
139,370000.0
140,1250000.0
141,487000.0
142,300000.0
143,690000.0
144,434100.0
145,550000.0
146,350000.0
147,1400000.0
148,390000.0
149,975000.0
150,390000.0
151,680000.0
152,765000.0
153,849000.0
154,330000.0
155,350000.0
156,497000.0
157,310000.0
158,700000.0
159,1000000.0
160,1200000.0
161,456000.0
162,1300000.0
163,530000.0
164,340000.0
165,319604.0
166,690000.0
167,525000.0
168,220000.0
169,1300000.0
170,450000.0
171,440000.0
172,650000.0
173,655000.0
174,560000.0
175,1500000.0
176,620000.0
177,379000.0
178,950000.0
179,260000.0
180,1100000.0
181,400000.0
182,1750000.0
183,500000.0
184,600000.0
185,452000.0
186,455000.0
187,450000.0
188,1200000.0
189,310000.0
190,870000.0
191,1480000.0
192,350000.0
193,540000.0
194,285000.0
195,575000.0
196,320000.0
197,800000.0
198,280000.0
199,550000.0
200,950000.0
201,289000.0
202,550000.0
203,990000.0
204,650000.0
205,270000.0
206,220000.0
207,397000.0
208,850000.0
209,1800000.0
210,690000.0
211,5800000.0
212,470000.0
213,670000.0
214,900000.0
215,330000.0
216,340000.0
217,550000.0
218,550000.0
219,290000.0
220,650000.0
221,1100000.0
222,4400000.0
223,303800.0
224,310000.0
225,580000.0
226,380000.0
227,590000.0
228,3500000.0
229,750000.0
230,450000.0
231,450000.0
232,340000.0
233,750000.0
234,550000.0
235,272000.0
236,800000.0
237,1200000.0
238,1380000.0
239,395000.0
240,850000.0
241,390000.0
242,520000.0
243,400000.0
244,350000.0
245,382000.0
246,700000.0
247,550000.0
248,680000.0
249,860000.0
250,950000.0
251,370000.0
252,520000.0
253,480000.0
254,780000.0
255,1150000.0
256,340000.0
257,850000.0
258,3500000.0
259,870000.0
260,620340.0
261,580000.0
262,330000.0
263,700000.0
264,355000.0
265,370000.0
266,420000.0
267,680000.0
268,590000.0
269,1200000.0
270,380000.0
271,650000.0
272,645000.0
273,525000.0
274,497000.0
275,450000.0
276,320000.0
277,1500000.0
278,340000.0
279,550000.0
280,320000.0
281,930000.0
282,350000.0
283,357000.0
284,1800000.0
285,2500000.0
286,315000.0
287,850000.0
288,610000.0
289,1100000.0
290,750000.0
291,1200000.0
292,700000.0
293,776000.0
294,1900000.0
295,550000.0
296,620000.0
297,1450000.0
298,345000.0
299,550000.0
300,2250000.0
301,800000.0
302,420000.0
303,500000.0
304,350000.0
305,200000.0
306,300000.0
307,480000.0
308,420000.0
309,630000.0
310,220000.0
311,990000.0
312,1700000.0
313,480000.0
314,416000.0
315,1289924.0
316,1400000.0
317,800000.0
318,350000.0
319,400000.0
320,340000.0
321,1400000.0
322,1750000.0
323,340000.0
324,395000.0
325,620000.0
326,420000.0
327,2500000.0
328,565000.0
329,450000.0
330,800000.0
331,310000.0
332,550000.0
333,1541680.0
334,1278000.0
335,495000.0
336,260000.0
337,573032.0
338,680000.0
339,460000.0
340,440000.0
341,990000.0
342,1500000.0
343,1275000.0
344,790000.0
345,800000.0
346,350000.0
347,640000.0
348,750000.0
349,1110000.0
350,450000.0
351,1350000.0
352,600000.0
353,1000000.0
354,360000.0
355,660000.0
356,410000.0
357,950000.0
358,330000.0
359,1250000.0
360,330000.0
361,950000.0
362,330000.0
363,260000.0
364,435395.0
365,930000.0
366,1130000.0
367,290000.0
368,1400000.0
369,1800000.0
370,547000.0
371,400000.0
372,720000.0
373,1400000.0
374,680000.0
375,2600000.0
376,360000.0
377,450000.0
378,1100000.0
379,620000.0
380,410000.0
381,370000.0
382,395000.0
383,750000.0
384,590000.0
385,690000.0
386,1150000.0
387,800000.0
388,390000.0
389,986557.0
390,1100000.0
391,496000.0
392,2090000.0
393,535000.0
394,416000.0
395,350000.0
396,470000.0
397,700000.0
398,780000.0
399,570000.0
400,570000.0
401,450000.0
402,690000.0
403,420000.0
404,850000.0
405,2500000.0
406,250000.0
407,480000.0
408,900000.0
409,550000.0
410,430000.0
411,380000.0
412,260000.0
413,690000.0
414,550000.0
415,500000.0
416,590000.0
417,420000.0
418,360000.0
419,270000.0
420,750000.0
421,350000.0
422,320000.0
423,250000.0
424,259000.0
425,590000.0
426,1100000.0
427,950000.0
428,3100000.0
429,330000.0
430,270000.0
431,250000.0
432,565000.0
433,320000.0
434,1289925.0
435,850000.0
436,1360000.0
437,1050000.0
438,250000.0
439,200000.0
440,740000.0
441,260000.0
442,270000.0
443,456000.0
444,830000.0
445,1750000.0
446,272000.0
447,497000.0
448,850000.0
449,340000.0
450,245000.0
451,1110000.0
452,1321000.0
453,380000.0
454,450000.0
455,380000.0
456,700000.0
457,547000.0
458,400000.0
459,420000.0
460,320000.0
461,780000.0
462,380000.0
463,510000.0
464,315000.0
465,487200.0
466,1550000.0
467,1620000.0
468,950000.0
469,3500000.0
470,1100000.0
471,650000.0
472,360000.0
473,230000.0
474,390000.0
475,990000.0
476,890000.0
477,480000.0
478,155000.0
479,900000.0
480,1200000.0
481,850000.0
482,850000.0
483,400000.0
484,690000.0
485,730000.0
486,1330000.0
487,525000.0
488,860000.0
489,350000.0
490,765000.0
491,1050000.0
492,430000.0
493,400000.0
494,580000.0
495,2500000.0
496,870000.0
497,630000.0
498,630000.0
499,460000.0
500,1000000.0
501,2200000.0
502,565000.0
503,320000.0
504,330000.0
505,1400000.0
506,1180000.0
507,600000.0
508,200000.0
509,495000.0
510,800000.0
511,489000.0
512,1450000.0
513,360000.0
514,400000.0
515,520000.0
516,730000.0
517,299000.0
518,545000.0
519,370000.0
520,2350000.0
521,694500.0
522,650000.0
523,250000.0
524,1110000.0
525,1100000.0
526,800000.0
527,2500000.0
528,600000.0
529,287000.0
530,945000.0
531,600000.0
532,635000.0
533,810000.0
534,350000.0
535,270000.0
536,400000.0
537,1300000.0
538,1150000.0
539,600000.0
540,400000.0
541,370000.0
542,630000.0
543,1550000.0
544,520000.0
545,550000.0
546,450000.0
547,1560000.0
548,352500.0
549,325000.0
550,600000.0
551,498888.0
552,1000000.0
553,330000.0
554,400000.0
555,415000.0
556,370000.0
557,353500.0
558,350000.0
559,1400000.0
560,590000.0
561,400000.0
562,350000.0
563,520000.0
564,460000.0
565,745500.0
566,310000.0
567,265000.0
568,525000.0
569,800000.0
570,235000.0
571,780000.0
572,370000.0
573,680000.0
574,270000.0
575,370000.0
576,1090000.0
577,1050000.0
578,240000.0
579,650000.0
580,1750000.0
581,487000.0
582,5000000.0
583,1800000.0
584,380000.0
585,1300000.0
586,680000.0
587,1200000.0
588,1180000.0
589,635000.0
590,310000.0
591,1150000.0
592,331000.0
593,497000.0
594,326000.0
595,345000.0
596,340000.0
597,250000.0
598,640000.0
599,420000.0
600,750000.0
601,690000.0
602,650000.0
603,415000.0
604,480000.0
605,680000.0
606,512000.0
607,900000.0
608,530000.0
609,1000000.0
610,350000.0
611,680000.0
612,540000.0
613,750000.0
614,480000.0
615,2500000.0
616,305000.0
617,310000.0
618,530000.0
619,435000.0
620,488000.0
621,450000.0
622,7100000.0
623,1600000.0
624,440000.0
625,490000.0
626,381000.0
627,2480000.0
628,490000.0
629,1200000.0
630,390000.0
631,850000.0
632,480000.0
633,590000.0
634,380000.0
635,727600.0
636,570000.0
637,520000.0
638,525000.0
639,285000.0
640,850000.0
641,1100000.0
642,380000.0
643,650000.0
644,535000.0
645,530000.0
646,340000.0
647,180000.0
648,420000.0
649,380000.0
650,580000.0
651,770000.0
652,320000.0
653,400000.0
654,319604.0
655,930000.0
656,280000.0
657,310000.0
658,400000.0
659,386910.0
660,570000.0
661,1400000.0
662,630000.0
663,480000.0
664,570000.0
665,430000.0
666,440000.0
667,610000.0
668,700000.0
669,980000.0
670,1110000.0
671,750000.0
672,350000.0
673,790000.0
674,1200000.0
675,390000.0
676,370000.0
677,550000.0
678,310000.0
679,195000.0
680,680000.0
681,416000.0
682,450000.0
683,350000.0
684,400000.0
685,695000.0
686,1330000.0
687,390000.0
688,630000.0
689,1050000.0
690,602897.0
691,890000.0
692,550000.0
693,799000.0
694,540000.0
695,850000.0
696,550000.0
697,220000.0
698,750000.0
699,300000.0
700,535000.0
701,310000.0
702,745000.0
703,700000.0
704,695000.0
705,380000.0
706,380000.0
707,2100000.0
708,158000.0
709,2500000.0
710,340000.0
711,770000.0
712,456000.0
713,267000.0
714,520000.0
715,1190000.0
716,650000.0
717,980000.0
718,480000.0
719,270000.0
720,189000.0
721,315000.0
722,745500.0
723,185000.0
724,730000.0
725,580000.0
726,900000.0
727,480000.0
728,750000.0
729,418000.0
730,550000.0
731,680000.0
732,250000.0
733,299000.0
734,680000.0
735,480000.0
736,160000.0
737,420000.0
738,1300000.0
739,745000.0
740,495000.0
741,2500000.0
742,800000.0
743,410000.0
744,240000.0
745,350000.0
746,400000.0
747,1200000.0
748,750000.0
749,380000.0
750,434000.0
751,310000.0
752,190000.0
753,650000.0
754,350000.0
755,1100000.0
756,767000.0
757,550000.0
758,417000.0
759,360000.0
760,750000.0
761,490000.0
762,550000.0
763,220000.0
764,1000000.0
765,250000.0
766,1100000.0
767,2600000.0
768,525000.0
769,800000.0
770,550000.0
771,1100000.0
772,680000.0
773,850000.0
774,2250000.0
775,950000.0
776,2500000.0
777,980000.0
778,235000.0
779,512000.0
780,570000.0
781,300000.0
782,390000.0
783,798000.0
784,340000.0
785,487000.0
786,210000.0
787,750000.0
788,300000.0
789,320000.0
790,400000.0
791,850000.0
792,260000.0
793,350000.0
794,760000.0
795,500000.0
796,370000.0
797,250000.0
798,850000.0
799,400000.0
800,680000.0
801,300000.0
802,1280000.0
803,2650000.0
804,480000.0
805,275000.0
806,250000.0
807,260000.0
808,564200.0
809,1400000.0
810,630000.0
811,550000.0
812,459900.0
813,300000.0
814,580000.0
815,799000.0
816,1950000.0
817,430000.0
818,335000.0
819,1200000.0
820,795000.0
821,380000.0
822,618000.0
823,850000.0
824,460000.0
825,4000000.0
826,290000.0
827,314000.0
828,520000.0
829,330000.0
830,1003680.0
831,500000.0
832,215000.0
833,1200000.0
834,250000.0
835,900000.0
836,1300000.0
837,497000.0
838,1280000.0
839,299000.0
840,320000.0
841,339190.0
842,860000.0
843,235000.0
844,1210000.0
845,1150000.0
846,360000.0
847,250000.0
848,430000.0
849,650000.0
850,245000.0
851,450000.0
852,435000.0
853,545000.0
854,350000.0
855,400000.0
856,317000.0
857,1800000.0
858,290000.0
859,1000000.0
860,350000.0
861,340000.0
862,520000.0
863,520000.0
864,380000.0
865,2000000.0
866,310000.0
867,1000000.0
868,3790000.0
869,330000.0
870,560000.0
871,1400000.0
872,520000.0
873,1500000.0
874,1850000.0
875,220000.0
876,930000.0
877,500000.0
878,280000.0
879,290000.0
880,545000.0
881,1110000.0
882,900000.0
883,295000.0
884,1900000.0
885,2600000.0
886,820000.0
887,271000.0
888,440000.0
889,1050000.0
890,750000.0
891,860000.0
892,680000.0
893,350000.0
894,185000.0
895,690000.0
896,380000.0
897,240000.0
898,380000.0
899,850000.0
900,990000.0
901,525000.0
902,173000.0
903,1350000.0
904,690000.0
905,250000.0
906,1100000.0
907,1050000.0
908,956000.0
909,2150000.0
910,490000.0
911,550000.0
912,320000.0
913,735000.0
914,900000.0
915,990000.0
916,360000.0
917,3219000.0
918,475000.0
919,356500.0
920,650000.0
921,2500000.0
922,775000.0
923,400000.0
924,450000.0
925,439000.0
926,760000.0
927,722000.0
928,570000.0
929,870000.0
930,435000.0
931,560000.0
932,530000.0
933,480000.0
934,650000.0
935,180000.0
936,260000.0
937,1500000.0
938,350000.0
939,1200000.0
940,450000.0
941,2300000.0
942,1650000.0
943,830000.0
944,520000.0
945,1100000.0
946,350000.0
947,290000.0
948,400000.0
949,750000.0
950,520000.0
951,415000.0
952,1700000.0
953,1300000.0
954,650000.0
955,275000.0
956,1300000.0
957,250000.0
958,390000.0
959,310000.0
960,930000.0
961,680000.0
962,450000.0
963,400000.0
964,2090000.0
965,430000.0
966,335000.0
967,830000.0
968,900000.0
969,440000.0
970,1500000.0
971,289000.0
972,487200.0
973,177000.0
974,369000.0
975,150000.0
976,390000.0
977,607000.0
978,2200000.0
979,400000.0
980,380000.0
981,535000.0
982,357000.0
983,290000.0
984,284999.0
985,1000000.0
986,1495000.0
987,1450000.0
988,880000.0
989,550000.0
990,280000.0
991,1000000.0
992,775000.0
993,350000.0
994,580000.0
995,1350000.0
996,800000.0
997,460000.0
998,590000.0
999,840000.0
1000,600000.0
1001,5500000.0
1002,790000.0
1003,245000.0
1004,1650000.0
1005,420000.0
1006,374150.0
1007,1100000.0
1008,1100000.0
1009,260000.0
1010,340000.0
1011,740000.0
1012,600000.0
1013,350000.0
1014,315000.0
1015,395000.0
1016,1200000.0
1017,170000.0
1018,602897.0
1019,270000.0
1020,340000.0
1021,335000.0
1022,348285.0
1023,300000.0
1024,1400000.0
1025,810000.0
1026,1900000.0
1027,570000.0
1028,1100000.0
1029,1380000.0
1030,510000.0
1031,600000.0
1032,235500.0
1033,350000.0
1034,300000.0
1035,328000.0
1036,455000.0
1037,249000.0
1038,1750000.0
1039,410000.0
1040,336000.0
1041,340000.0
1042,300000.0
1043,1080000.0
1044,350000.0
1045,390000.0
1046,650000.0
1047,850000.0
1048,1200000.0
1049,1350000.0
1050,830000.0
1051,400000.0
1052,2400000.0
1053,1350000.0
1054,1400000.0
1055,512000.0
1056,270000.0
1057,900000.0
1058,850000.0
1059,2900000.0
1060,690000.0
1061,185000.0
1062,5000000.0
1063,1139000.0
1064,500000.0
1065,550000.0
1066,360000.0
1067,390000.0
1068,680000.0
1069,1100000.0
1070,1290000.0
1071,1600000.0
1072,2500000.0
1073,650000.0
1074,388008.0
1075,350000.0
1076,370000.0
1077,370000.0
1078,220000.0
1079,400000.0
1080,850000.0
1081,470000.0
1082,800000.0
1083,1400000.0
1084,600000.0
1085,700000.0
1086,315000.0
1087,600000.0
1088,390000.0
1089,375000.0
1090,465000.0
1091,1600000.0
1092,1141000.0
1093,300000.0
1094,900000.0
1095,400000.0
1096,299000.0
1097,900000.0
1098,831000.0
1099,525000.0
1100,975000.0
1101,1100000.0
1102,260000.0
1103,1190000.0
1104,850000.0
1105,350000.0
1106,320000.0
1107,1050000.0
1108,706000.0
1109,250000.0
1110,900000.0
1111,1500000.0
1112,1400000.0
1113,390000.0
1114,350000.0
1115,1430000.0
1116,870000.0
1117,400000.0
1118,660000.0
1119,680000.0
1120,530000.0
1121,650000.0
1122,370000.0
1123,1390000.0
1124,400000.0
1125,1500000.0
1126,350000.0
1127,1080000.0
1128,180000.0
1129,1050000.0
1130,350000.0
1131,510000.0
1132,610000.0
1133,690000.0
1134,3450000.0
1135,480000.0
1136,1200000.0
1137,1100000.0
1138,250000.0
1139,700000.0
1140,670000.0
1141,260000.0
1142,460000.0
1143,460000.0
1144,380000.0
1145,530000.0
1146,420000.0
1147,745500.0
1148,1541680.0
1149,2700000.0
1150,550000.0
1151,460000.0
1152,5000000.0
1153,1200000.0
1154,315000.0
1155,455000.0
1156,670000.0
1157,360000.0
1158,250000.0
1159,565000.0
1160,298500.0
1161,598000.0
1162,400000.0
1163,625000.0
1164,900000.0
