Id,preco
0,1691340.1628433524
1,270448.6679234476
2,614764.5653055233
3,215816.24668333094
4,261127.8335236118
5,288064.82145247725
6,661145.0841454676
7,392299.568477254
8,334683.1143474893
9,683134.1590433203
10,598326.3419298558
11,545101.9752511277
12,1084170.9884418652
13,391658.5294610122
14,772239.2409864645
15,623167.9224794635
16,382638.03450564935
17,403225.9236456471
18,380695.6900797585
19,819613.4553961058
20,862191.0378604397
21,307228.5404797572
22,371246.4469216841
23,336125.5221034908
24,298939.7013504562
25,372119.64722294593
26,516764.9783506055
27,573700.8107248307
28,679129.1923497196
29,853012.4934583979
30,360197.21938081516
31,1330736.9477370211
32,1709538.9225359375
33,1596308.1151726418
34,1143599.7275794067
35,367721.00004425575
36,481355.3890673178
37,2914485.050465195
38,414076.6769092144
39,365574.949894716
40,2575029.42079515
41,798207.6215446593
42,369592.3210018653
43,1358019.3876308454
44,739842.4197658881
45,234670.4307205079
46,860201.1613766266
47,596821.1341969089
48,265145.86428094405
49,406807.435101234
50,519657.61675230064
51,355312.4778835115
52,535303.9771781813
53,767309.5854710122
54,915084.804199332
55,340200.22342675936
56,643547.1379339355
57,377560.3847062834
58,862160.858213571
59,1282465.554926601
60,2768656.7628466445
61,604018.0230539668
62,1404198.9788794215
63,4255841.267914678
64,386867.006833373
65,419804.341070493
66,483505.26497659
67,1391303.958425908
68,807071.398699882
69,334612.79667269066
70,2121342.5905301683
71,305137.2754682348
72,464371.4786801025
73,396768.66147359705
74,257710.76738707264
75,2718654.9582970147
76,274988.40744524595
77,394495.7950177592
78,234038.7046734654
79,316392.00357352564
80,553693.2230283346
81,413533.0635692616
82,272867.38427744975
83,1593097.7917892365
84,3082506.502261568
85,429545.0127380488
86,382932.89074137516
87,560679.2603249901
88,516764.9783506055
89,377704.51721361105
90,661196.7831431711
91,809424.375934115
92,263449.3828872168
93,287704.8139344596
94,209749.8787363754
95,830219.1904641946
96,776366.8317582989
97,1671073.7105415335
98,381918.8511919232
99,601998.3481948604
100,451052.7151216508
101,389311.9284029504
102,1240475.0929561467
103,874922.4192695321
104,439981.47769865853
105,930816.3683123501
106,807993.8336530889
107,1007183.3282140668
108,351307.921729665
109,600917.0121199144
110,436769.0968494343
111,843336.547432022
112,295077.8615373389
113,384192.9334034546
114,745852.7610607913
115,417890.2186790196
116,573813.2724054065
117,3883887.9306748784
118,885013.9199976646
119,360613.8283534498
120,2410254.9804936126
121,314979.35599204956
122,584020.193837571
123,255530.04532252063
124,301792.00009680283
125,681420.8228411059
126,376998.7513839286
127,1270219.7007483386
128,325144.5513966841
129,1428943.0725747484
130,1209271.7030607688
131,3178166.288777765
132,628148.1130621226
133,1545996.1374135055
134,1305830.0683751332
135,618699.2369242595
136,589091.3531524136
137,1903001.61754204
138,802108.6412573083
139,406053.7708390383
140,2753374.960869355
141,416641.23328030086
142,525938.4447658916
143,1343004.1532590908
144,350320.08667662303
145,528392.8827702582
146,283537.40378039377
147,1980489.0511555176
148,601533.7036769581
149,1161396.3071921836
150,450978.6379290385
151,649978.7083819242
152,814547.8085185097
153,815136.9442391975
154,485686.123242051
155,438270.91094849224
156,493542.6207608669
157,387939.3245724467
158,616524.1324605849
159,1959791.0302012917
160,1569742.2641984206
161,484454.2785211009
162,1125220.825727137
163,540400.2879172426
164,350706.01141949254
165,371533.8074998964
166,583762.1041867293
167,568932.5078166205
168,345188.87904857594
169,908866.0588665672
170,613675.9784629962
171,434783.69041257154
172,614764.5653055233
173,700161.1746126256
174,553725.3824009348
175,1794278.073634756
176,665967.650263152
177,369094.7562248671
178,1219581.8795797073
179,310172.91346204944
180,862977.1128053912
181,429341.2015728591
182,2715104.694403168
183,622614.4047102992
184,686204.3418050155
185,428407.6378111468
186,482200.12030614296
187,477809.62237530714
188,1411449.0254071187
189,349705.1908379635
190,2029537.3959628027
191,1369395.8188690846
192,342948.9842788109
193,285753.0337180535
194,254436.92846464913
195,671442.2214263687
196,249972.09009321535
197,1343214.6522686658
198,336532.975341484
199,597772.0324290773
200,1132610.5144205838
201,293241.78575814696
202,609537.1008395201
203,1132561.6586638375
204,653447.9413499165
205,293800.39133629674
206,196754.15568975222
207,376254.9313775848
208,1086599.6554293046
209,1357961.2070994414
210,743972.0323204652
211,3125082.1147930534
212,490669.43257955555
213,610764.237850328
214,1413714.8436503664
215,359184.2252536862
216,306294.9475657402
217,542805.9964939635
218,531619.8681759331
219,395784.3410425503
220,571527.8608654916
221,907174.1813404465
222,2708467.511947128
223,320881.2521456983
224,328647.69200904015
225,595916.3037633905
226,386854.24183590524
227,542115.8579633879
228,3651733.0734742694
229,600602.5123644213
230,382066.6195453829
231,514503.33974168904
232,361941.3406066655
233,636322.0648105397
234,530761.9690420702
